full_text,sentiment_label,sentiment_score
membaca kenaikan ppn kacamata teori framing via,positive,4.0
bebas berkhayal mencari menutupi cras kenaikan ppn,negative,-7.0
dpr ri kaji rencana kenaikan tarif ppn persen,positive,4.0
anis byarwati kenaikan ppn persen berpotensi perburuk ekonomi,positive,2.0
wakil ketua banggar dpr ri kenaikan ppn persen tunggu keputusan presiden prabowo,positive,8.0
ya emang sih ciuman doang anjir ngaduk semen pinggir jurang heboh loh diributin contohnya kenaikan ppn,negative,-7.0
kenaikan ppn jd welfare malware hrg jual barang kian pajak ump kian menggerus daya beli simalakama target pertumbuhan ekonomi multiplier efeknya ngeri prioritas kbjkn sehrsnya keseimbangan perlindungan pekerja keberlanjutan usaha,negative,-3.0
pemerintah mengenakan kenaikan tarif pajak pertambahan nilai ppn persen januari besaran tarif ppn persen salah terbesar negaranegara asean infopku infopkugrafis ppnpersen,positive,2.0
ironi sih orang kaya tax amnesti disaat bersamaan rakyat yg melarat terkena dampak kenaikan ppn negara tidak berdaya kalo berhadapan orang kaya,negative,-9.0
presiden prabowo bilang mati rakyat membiarkan kenaikan ppn membiarkan fufufafa berkeliaran membiarkan mentri titipan tidak pro rakyat why,negative,-14.0
tarik ulur rencana kenaikan ppn persen baca akses harian kompas praktis aplikasi unduh,positive,3.0
pemerintah ruang menunda membatalkan kenaikan ppn anis byarwati komisi xi dprri sekedar menunda yg diharapkan rakyat membatalkan kenaikan solusi ditengah himpitan ekonomi yg berat,positive,3.0
pemerintah menjalankan misinya sulit utk mengerti menaikan ump angin segar pekerja ppn kenaikan iuran bpjs potensi kenaikan bbm potensi kenaikan gas elpiji tarif krl berbasis nik potongan tapera belom phk,positive,7.0
anindya bakrie menanggapi wacana tax amnesty jilid iii menekankan evaluasi pelaksanaan kenaikan ppn,negative,-17.0
anindya bakrie menanggapi wacana tax amnesty jilid iii menekankan evaluasi pelaksanaan kenaikan ppn,negative,-17.0
kenaikan tarif pajak pertambahan nilai ppn persen persen januari berdampak signifikan gen,positive,6.0
naiknya ump menambah phk biaya yg dikeluarkan perusahaan bertambah aja resesi ekonomi krn industri lesu gara ongkos produksi meningkat akibat ppn kenaikan upah pekerja,negative,-12.0
kenaikan ppn mundur luhut tunggu kebijakan stimulus masyarakat miskin menengah bantuan bentuk tarif listrik,positive,1.0
kenaikan ppn mundur luhut tunggu kebijakan stimulus masyarakat miskin menengah bantuan bentuk tarif listrik,positive,1.0
ketua kadin anindya bakrie membahas rencana kenaikan ppn kadin kaji dampak kebijakan rapimnas,positive,3.0
ga phk pengusaha jiret dgn kenaikan ump tertinggi pemerintah dengar masukan dr pengusaha udah kran import dibuka seluberxnya skrg ump ppn pengusaha amsiong jendral byk tutup perusahaan,positive,8.0
api tolak keras kenaikan ppn stimulus bansos tidak,negative,-7.0
pendapatmu kenaikan ppn simak pembahasan selengkapnya youtube channel universitas islam indonesia,positive,4.0
kta gua kenaikan ppn babi ap mksdnya isi gocap sm msuk,negative,-10.0
barangjasa kena kenaikan ppn persen infografis,negative,-1.0
barang jt ppn jt ppn jt hrg brng ppn old jt hrg brng ppn new jt kenaikan harga jt yg bikin konten bsa ngitung malu gak tu ngitung gini aja slh,positive,2.0
pengusaha phk memenuhi istana amp kenaikan ppn,negative,-3.0
lmao ppn persen tidak kenaikan harga akibat ppn aja udh ribut beneran indo jilid ato battle royale njer wkwkwkkw,negative,-6.0
kaya diampuni menengah dimiskinkan kabar tidak negeri isu kenaikan tarif pajak pertambahan nilai ppn persen persen nailul huda ekonom celios,negative,-4.0
kenaikan ppn dampak kenaikan,negative,-3.0
kenaikan ppn ditunda subsidi bbm ojek dicabut klo ngitung untung rugi bahlil ahlinya ahli nyengsarakan rakyat,negative,-3.0
pemerintah indonesia menaikkan pajak pertambahan nilai ppn persen persen januari kenaikan persen dampaknya signifikan sektor otomotif more info call,positive,5.0
benarbenar solusi menambah beban masyarakat kenaikan ppn memicu inflasi menekan sektor nonpokok pariwisata hiburan memperlebar jurang ketimpangan sosial,negative,-2.0
ppn solusi beban halo warga ekonomi kebijakan kenaikan ppn digadanggadang meningkatkan pendapatan negara menekan defisit anggaran,negative,-5.0
hallo guys kenaikan kenaikan ppn kesepakatan pemangku kebijakan patut apresiasi lupa klik amp like,positive,2.0
persentase kenaikan ppn nunggu bansos,positive,1.0
kadin desak pemerintah tunda kenaikan ppn persen ekbis feed,negative,-1.0
kl ppn ya sami mawon skrg ppn kenaikan ump bedanya,positive,7.0
kenaikan gajihnya abis dipake bayar ppn alias aja bohong situasinya kayak ntar rupiah lemah inflasi ntar indomie sebungkusnya ribu permen rb sebiji kali ya,negative,-5.0
kenaikan tarif ppn mengerek harga barang jasa,positive,7.0
kenaikan ppn kontra pemerhati ekonomi pemerintahan jokowi pendukung ppn fungsi fiskal stabilitas regulasi,positive,5.0
video belajar orba rencana kenaikan ppn ditunda,positive,1.0
sebenernya nih dapet sih kenaikan ppn mending kalo gaji ikutan naek fasilitas meningkat guru nakes disejahterakan hadeh anyway isi petisi yok isi tolak kebijakan konyol bersamasama,negative,-11.0
duh salah bro sorry ya ppn tumbuh harga barang inflasi minimal kenaikan disebabkan ppn ditambah inflasi biaya produksi,negative,-8.0
kenaikan ppn berdampak harga barang gak sesederhana alias aja bikin beban memengaruhi daya beli masyarakat kenaikan pajak berdampak domino harga barang,negative,-2.0
perhatian hamil umr kenaikan ppn th th daya beli masyarakat gaji asn tni polri minimal,negative,-5.0
kebijakan kenaikan ppn persen langkah berani visioner pemerintah ppnpersen ekonomimaju pemerataanekonomi ekonomiindonesia,positive,9.0
kenaikan ppn kontribusi signifikan mengurangi ketimpangan ekonomi indonesia ppnpersen ekonomimaju pemerataanekonomi ekonomiindonesia,negative,-4.0
kenaikan ppn sih keliatannya aslinya tuh pajak bingung iso sih naek yok bahas pake bahasa bayi tolakppnpersen,negative,-8.0
pls dehh kalo emg betulan peduli rakyat kaji ulang kenaikan ppn masyarakat udh yg komplain kenaikan ppn ga sejalan dgn visi indonesia maju yg bikin perekonomian merosot disogokkk bantuann muluuu pencitraan terosss,positive,2.0
kepikiran ppn ntar ngaruh kenaikan harga spoamytdeezer dll kah tbl harganya dr,positive,3.0
kenaikan ppn persen resmi diundur bansos meluncur,positive,4.0
bener² jualan judol omset milyaran sebulan pake transaksi judol lets tax judol aja batalkan kenaikan ppn hapuskan pph op,positive,6.0
byk yg menyuarakan pembatalan kenaikan ppn bud kenaikan ppn dibatalkan ditundakami muak dg kebohongan yg sdh jokowi,negative,-6.0
positif dibanding andai ppn dibatalkan pertumbuhan ekonomi positif ditambah kenaikan tunjangan guru perekonomian bergeliat,positive,10.0
menurutnya dihitung dikaji kenaikan pastikan daya beli tidak menurunkan rencana pemerintah meaikkan ppn,negative,-10.0
cc uu thn keputusan kenaikan ppn diputuskan thn isi uunya rincian isi pasal uu no,negative,-6.0
naiknya sesuai kenaikan ppn ga sih,positive,3.0
persiapan kenaikan ppn,positive,2.0
daya beli masyarakat melemah akibat kenaikan ppn konsumsi turun dampaknya pendapatan pajak tidak optimal jazilul jazilulfawaid kenaikanppnpersen ppnpersen,negative,-17.0
lo miskin literasi minudah kalee pks nolak kenaikan ppn,negative,-5.0
mewakili suara masyarakat alasan kenaikan ppn,negative,-2.0
cobalah depkeu ahli bikin simulasi ppn turun jd dampaknya utk ekonomi scr mensesneg prasetyo hadi rencana kenaikan ppn perhitungan,negative,-4.0
pembiayaan bank berpotensi turun ppn strategi mega syariah memengaruhi pertumbuhan kredit kenaikan ppn berdampak kualitas aset perbankan risiko gagal bayar diproyeksikan meningkat tekanan trenasia,negative,-10.0
marwan cik asan penundaan kenaikan ppn langkah bijak pemerintah,positive,3.0
daya beli masyarakat mendukung gimni kenaikan ppn persen ditunda,positive,1.0
kamar dagang industri kadin indonesia menyuarakan kenaikan tarif pajak pertambahan nilai ppn persen ditunda,positive,6.0
bener sih kaum penerima bansos paham kenaikan ppn,positive,4.0
sabar pahlawan kesiangan tengok aja kenaikan ppn udah muncul pahlawan kesiangannya,positive,4.0
kenaikan ppn persen resmi diundur pemerintah guyur bansos,positive,4.0
wacana ppn ekonomi kelas pekerja suram kebijakan lanjutan rezim jokowi uu hpp kenaikan tarif pajak pertambahan nilai ppn dinaikkan buruh pengusaha akademisi pelbagai kota,negative,-4.0
tep sertifikasi berati trs kenaikan ppn ya jatuhnya sih aja ya uangnya abis bayarin gaji pejabat,positive,5.0
akoh sih wait amp see aja sblm realisasi yg nyata pembatalan kenaikan ppn,negative,-3.0
kasian orang kaya lu si sebelah so bilang kasian rakyat kenaikan ppn lo mungut makanan begituan tolol,negative,-14.0
proyek psn oligarki bsd noh dibatalkanenak bgt insentif klo untung semuasementara rakyat jelata dibebani dng kenaikan ppn persen,negative,-1.0
bener ya kalo dipikir rantainya rantai kena beban kenaikan customer kenak beban ppn gede perusahaan menyederhanakan rantai supply effisiensi subtitusi harga oke pasar survive,negative,-5.0
dasco masyarakat menunggu bersabar selesainya kajian dpr pemerintah mengumumkan sikap resmi terkait rencana kenaikan ppn persen ppnpersen pajak dpr sufmidasco asumsico,positive,2.0
wakil ketua dpr ri sufmi dasco kajian rencana kenaikan ppn persen diterapkan januari,positive,4.0
ketua dewan ekonomi nasional den luhut binsar pandjaitan penerapan kenaikan tarif pajak pertambahan nilai ppn persen berpotensi diundur pelaksanaannya luhut stimulus bansos,positive,1.0
sosiasi serikat pekerja indonesia aspirasi mengaku mempermasalahkan kenaikan pajak pertambahan nilaippn persen upah buruh persen presiden asosiasi serikat pekerja buruh mira sumirat,positive,7.0
kritik twit bilang pks oposisi pemerintah kalah pilkada pks konsisten kritik wacana kenaikan ppn,negative,-20.0
dpr penundaan kenaikan ppn persen tunggu keputusan prabowo,positive,5.0
kenaikan ppn persen upah buruh persen mirah sumirat,positive,2.0
daya beli lesu kadin pemerintah tunda kenaikan ppn,negative,-5.0
anis byarwati kenaikan ppn persen berpotensi perburuk ekonomi,positive,2.0
keputusan final kenaikan ppn presiden ppn presiden batampos,positive,11.0
partai demokrat mendukung keputusan pemerintah menunda kenaikan tarif ppn,positive,4.0
mensesneg prasetyo hadi rencana kenaikan ppn perhitungan,negative,-2.0
menunda kenaikan tarif ppn pilihan bijak pemerintah kenaikan tarif ppn persen menurunkan daya beli masyarakat berdampak kalangan dunia usaha marwan cik asan,negative,-4.0
rencana kenaikan ppn bea nama kendaraan bermotor bbnkb berpotensi mengganggu daya beli pasar mobil indonesia beritaterkini beritaotomotif ppn pajak,negative,-5.0
turunkan daya beli demokrat dukung keputusan pemerintah tunda kenaikan tarif ppn menunda kenaikan tarif ppn pilihan bijak pemerintah kenaikan tarif ppn persen menurunkan daya beli masyarakat berdampak kalangan dunia usaha marwan,positive,3.0
kenaikan ppn ditunda mantap,positive,5.0
meredam amarah kenaikan ppn,negative,-8.0
luhut pastikan kenaikan tarif ppn persen undur news,positive,5.0
pemberian stimulus ekonomi kenaikan ppn persen ppnpersen ekonomi stimulusuntukrakyat pemerintahpedulirakyat ppnditundastimulusdiberikan,positive,1.0
pengusaha kesulitan kebijakan kenaikan ppn tax amnesty berjalan mempersulit cashflow hendi,negative,-2.0
narasi digoreng kenaikan ppn biar pemerintah semestinya narasi kocak,negative,-12.0
menteri sekretaris negara mensesneg prasetyo hadi sinyal kenaikan ppn persen berlaku januari kenaikanppn ppnpersen ppn,positive,2.0
kalo ppn beneran pasang pengumuman apotek sehubungan kenaikan ppn harga obat kenaikan biar ga kaget,positive,2.0
kenaikan ppn ditunda simak penjelasan sri mulyani luhut rencana,negative,-1.0
menyesal berat hati kenaikan ppn tunda,negative,-3.0
aduh ngeuh debat pp palestine odol sampo sabun lu pake bang awas aja pake sampo yg retail yg pro israel tuh mandi tayamum sikat gigi pake siwak aja ya sekedar saran gakan kena tuh kenaikan ppn elu maap gua yg salah ya bang,negative,-1.0
selamat ya pns guru honorer kenaikan ppn diberlakukan taon dpn hitungan ppn buruh dinaikkan gajinya fiskal kedepan sulit pendapatan penerimaan berkurang tinggalkan,positive,2.0
pengamat tegaskan kenaikan tarif ppn persen berdampak kelas menengah terjepit bnetwork,negative,-5.0
coba cari info fraksi yg menolak kenaikan ppn fraksi aja yg ndukung riset nyinyir,negative,-12.0
konyooolllharusnya batalin kalo emang prabowo serius rakyat ngga dibebanin efek dsri kenaikan barang kebutuhan pokok akibat kenaikan ppn juancuk,negative,-2.0
marwan cik asan nilai pemerintah bijak tunda kenaikan ppn persen,positive,6.0
pemerintah pusat sinyal menunda kenaikan ppn persen praktisi perpajakan ronsi daur apreasi,positive,5.0
kenaikan ppn persen resmi diundur bansos meluncur,positive,4.0
awas gocek kenaikan ppn sampe putusan resmi batal berisik sebarkan petisi weekend menyurati pemerintah via sekertariat negara komisi xi petisinya sampaimenang pajakmencekik,positive,4.0
keputusan final pelaksanaan kenaikan ppn presiden prabowo,positive,4.0
luhut kenaikan ppn persen diundur sumber cnn indonesia foto cnn indonesia luhut luhutbinsarpandjaitan ppndiundur ppn,positive,5.0
kenaikan ppn menunggu keputusan presiden prabowo,positive,4.0
lihat video pidato dihari guru bestie selamat pnsasn pegawai non asn lingkungan negara kenaikan gaji menyusul kenaikan ppn karyawanburuh swasta pebisnis gimana silahkan berjuang bantuan negara,positive,20.0
mukanya srimul ngeselin bgt stress stress dah lu ngurusin ppn awas ya lu jadiin kenaikan gaji guru alasan naikin pajak rakyat watching you,negative,-11.0
kenaikan ppn persen resmi diundur bansos meluncur radarjabar kenaikanpajak ppnpersen bansos dirjenpajak,positive,4.0
kenaikan ppn menunggu keputusan presiden prabowo,positive,4.0
kenaikan ppn menunggu keputusan presiden prabowo,positive,4.0
kenaikan ppn menunggu keputusan presiden prabowo,positive,4.0
penyaluran bansos kenaikan ppn persen solusi,positive,5.0
titip utk hadang ppn amp kenaikan terserah yg caci maki semoga sukses menikmati,negative,-18.0
kaya diampuni menengah dimiskinkan kabar tidak negeri isu kenaikan tarif pajak pertambahan nilai ppn persen persen nailul huda ekonom celios,negative,-4.0
yg lucu si opung ngotot bela kenaikan ppn badan ditunda,negative,-6.0
mending ngobrolin desahan cewenya kenaikan ppn,negative,-1.0
kirakira kenaikan ppn masyarakat bentuk kayak gini,positive,1.0
syarat kenaikan gaji normalisasi kenaikan harga bahan pokok pereda komplain ppn wkwk emang suka membodohi memelihara kebodohan rakyatnya,negative,-1.0
kenaikan ppn wajib batal alasannya ekonomi tidak melemah deflasi berturutturut menandakan daya beli masyarakat anjlok anthony budiawan,negative,-20.0
semogalah gaji guru honor yg menerima gaji ribu yg kaget dgn kenaikan ppn pahlawan tanda jasakolegaku yg malang polisisemakinbrutal polisisemakinbrutal,negative,-1.0
gedutin pejabat korup aja dgn kenaikan ppn,negative,-7.0
berbeda luhut kemarin kenaikan ppn ditunda menko airlangga dibahas rapat kabinet detik,negative,-9.0
ppn hrs kenaikan nya gaji suami ga menikmati pdhl kenaikan pajak mendanai program kenaikan gaji guru salah program prabowo yg pakai duit apbn duit pribadi prabowo or kaum doang,negative,-7.0
pemerintah skema bansos masyarakat menengah memberlakukan kenaikan ppn manfaat kenaikan ppn rakyat bansos subsidi kalah wulan guritno kevin diks baekhyun jakarta pdi danielle,positive,1.0
kenaikan ppn persen resmi diundur bansos meluncur,positive,4.0
tarik ulur rencana kenaikan ppn januari plus minusnya,positive,2.0
dpr ri kenaikan ppn tunggu keputusan presiden prabowo,positive,6.0
permintaan pasar supply nya menurun cuaca sih faktor utama nya kenaikan ppn tuh wkwkwkwk,negative,-7.0
tunda kenaikan ppn persen pilihan bijak ekbis feed,positive,6.0
iya nih pemerintah mikirin kesejahteraan rakyat ngandelin kenaikan ppn doang,negative,-3.0
emang bener kenaikan ppn kebaikan rakyat nambah beban,positive,1.0
sejuta ttd konsumen menolak kenaikan ppn tandatangani petisi,negative,-4.0
peka asn tni polri kalo bener peka rakyat sipil batalkan kenaikan ppn yg memberatkan rakyat sipil,positive,6.0
the psychology of money buku kali menarik perhatian ku pas kesusahan saving money menarik belajar keuangan sudut pandang asik tempur kenaikan ppn wkwk,positive,10.0
gaji guru rb an guru penikmatnya juta kena kenaikan ppn dafux,positive,5.0
luhut kenaikan ppn berpotensi diundur berpotensi mleduk coba paksain,positive,1.0
gamau pajak kenaikan ppn nya yg garis bawahi upah masyarakat indo ga merata diatas umk yg dibawah umk udah dikenakan pajak negara yg umk nya diatas indo aja pajaknya,negative,-19.0
rencana kenaikan ppn penolakan kalangan ekonom pengusaha kenaikan indonesia segelintir negara tarif ppn asean,negative,-2.0
